UID,ANTENNA,BAND,BB,CALDATA_ID,FREQMIN,FREQMAX,TIME,trec_X,trec_Y,tsys_X,tsys_Y,sbgain_X,sbgain_Y
uid://A002/Xa2300a/Xa8a,DA49,ALMA_RB_06,BB_1,CalData_3,218.46885328975,218.46885328975,2015-06-04 02:08:17.579001,0.0,0.0,0.0,0.0,0.9831173,0.9717678
uid://A002/Xa2300a/Xa8a,DA49,ALMA_RB_06,BB_2,CalData_3,220.2744262829,220.2744262829,2015-06-04 02:08:17.579001,0.0,0.0,0.0,0.0,0.98960704,0.9709341
uid://A002/Xa2300a/Xa8a,DA59,ALMA_RB_06,BB_1,CalData_3,218.46885328975,218.46885328975,2015-06-04 02:08:17.579001,0.0,0.0,0.0,0.0,0.9918372,0.9780167
uid://A002/Xa2300a/Xa8a,DA59,ALMA_RB_06,BB_2,CalData_3,220.2744262829,220.2744262829,2015-06-04 02:08:17.579001,0.0,0.0,0.0,0.0,0.99190575,0.975944
uid://A002/Xa2300a/Xa8a,DV07,ALMA_RB_06,BB_1,CalData_3,218.46885328975,218.46885328975,2015-06-04 02:08:17.579001,0.0,0.0,0.0,0.0,0.9892877,0.96869516
uid://A002/Xa2300a/Xa8a,DV07,ALMA_RB_06,BB_2,CalData_3,220.2744262829,220.2744262829,2015-06-04 02:08:17.579001,0.0,0.0,0.0,0.0,0.9776315,0.98523825
uid://A002/Xa2300a/Xa8a,DV16,ALMA_RB_06,BB_3,CalData_3,233.76355707110002,233.76355707110002,2015-06-04 02:08:17.579001,0.0,0.0,0.0,0.0,0.96368486,0.98382956
uid://A002/Xa2300a/Xa8a,DV16,ALMA_RB_06,BB_4,CalData_3,235.44835328975,235.44835328975,2015-06-04 02:08:17.579001,0.0,0.0,0.0,0.0,0.9542817,0.98901874
uid://A002/Xa2300a/Xa8a,DA49,ALMA_RB_06,BB_3,CalData_3,233.76355707110002,233.76355707110002,2015-06-04 02:08:17.579001,0.0,0.0,0.0,0.0,0.98923254,0.97527325
uid://A002/Xa2300a/Xa8a,DA49,ALMA_RB_06,BB_4,CalData_3,235.44835328975,235.44835328975,2015-06-04 02:08:17.579001,0.0,0.0,0.0,0.0,0.98061377,0.9867848
uid://A002/Xa2300a/Xa8a,DA59,ALMA_RB_06,BB_3,CalData_3,233.76355707110002,233.76355707110002,2015-06-04 02:08:17.579001,0.0,0.0,0.0,0.0,0.9706231,0.9857153
uid://A002/Xa2300a/Xa8a,DA59,ALMA_RB_06,BB_4,CalData_3,235.44835328975,235.44835328975,2015-06-04 02:08:17.579001,0.0,0.0,0.0,0.0,0.9734894,0.98540044
uid://A002/Xa2300a/Xa8a,DV07,ALMA_RB_06,BB_3,CalData_3,233.76355707110002,233.76355707110002,2015-06-04 02:08:17.579001,0.0,0.0,0.0,0.0,0.9870217,0.9830929
uid://A002/Xa2300a/Xa8a,DV07,ALMA_RB_06,BB_4,CalData_3,235.44835328975,235.44835328975,2015-06-04 02:08:17.579001,0.0,0.0,0.0,0.0,0.9899833,0.98565364
uid://A002/Xa2300a/Xa8a,DV17,ALMA_RB_06,BB_1,CalData_3,218.46885328975,218.46885328975,2015-06-04 02:08:17.579001,0.0,0.0,0.0,0.0,0.98931575,0.9910423
